time [s],line [1],track/ direction [1],loc. (actual) [km],loc. (target) [km],way (actual) [km],way (target) [km],speed (actual) [km/h],speed (target) [km/h],voltage [V],current [A],track-earth voltage [V],energy input [kWh],energy balance [kWh],usable braking energy [kWh],used braking energy [kWh],recuperated braking energy [kWh],energy braking resistor [kWh],state [1],tractive effort (actual) [kN],tractive effort (target) [kN],line and running resistance [kN],acceleration (actual) [m/(s*s)],acceleration (target) [m/(s*s)],desired speed [km/h],train configuration [1],utilization rate [%]
4048,2,2,8.9637775,8.9759998,0.3762222,0.364,13.6000004,13.6000004,852.7459106,-9.1035995,-6.8805251,2.2752564,1.8926193,0.5867614,0.5867339,0.3826372,2.75E-05,20,-14.8273983,0,-19.6564808,0.0833333,0,13.6000004,2,100
4050,2,2,8.956028,8.9680004,0.3839722,0.372,14.3000002,14.3000002,790.0799561,-9.2870569,-1.8505329,2.2752564,1.8885429,0.6058934,0.6058658,0.3867136,2.76E-05,20,-13.9347162,0,-19.5686455,0.0972222,0,14.3000002,2,100
4052,2,2,8.947917,8.96,0.3920833,0.38,14.8999996,14.8999996,806.4536133,-14.1679564,-3.6494989,2.2752564,1.8821952,0.6272966,0.627269,0.3930613,2.75E-05,20,-14.6495981,0,-19.4786816,0.0833333,0,14.8999996,2,100
4054,2,2,8.9396114,8.9510002,0.4003889,0.389,15,15,823.5095215,-29.4980659,-5.3005767,2.2752564,1.8686997,0.6558478,0.6558201,0.4065568,2.77E-05,20,-18.4267902,0,-19.231638,0.0138889,0,15,2,100
4056,2,2,8.9307499,8.9429998,0.40925,0.397,16.8999996,16.8999996,812.9324951,20.7155819,-4.2954626,2.2846122,1.8780555,0.6615477,0.6615201,0.4065568,2.77E-05,20,-3.7250702,0,-19.017168,0.2638889,0,16.8999996,2,100
4058,2,2,8.9212503,8.9329996,0.41875,0.407,17.2999992,17.2999992,898.732666,-23.7902679,-1.2205148,2.2846122,1.8661771,0.6892714,0.688454,0.4184351,0.0008174,20,-15.329484,0,-18.548872,0.0555556,0,17.2999992,2,100
4060,2,2,8.9121113,8.9239998,0.4278889,0.416,15.6000004,15.6000004,788.8899536,-84.8497925,-1.0312803,2.2846122,1.8289897,0.7415144,0.7406968,0.4556224,0.0008175,50,-27.8629227,0,-14.1805191,-0.2361111,0,15.6000004,2,100
4062,2,2,8.904417,8.9160004,0.4355833,0.424,12.1000004,12.1000004,789.0484009,-107.6397095,-1.6250727,2.2846122,1.7818048,0.8037551,0.8029374,0.5028074,0.0008177,50,-37.9638405,0,-9.7941875,-0.4861111,0,12.1000004,2,100
4064,2,2,8.8978891,8.9099998,0.4421111,0.43,11.3999996,11.3999996,787.4005737,3.2366192,-1.3507229,2.2860279,1.7832206,0.8173948,0.8165771,0.5028074,0.0008177,50,-11.5629473,0,-5.9290166,-0.0972222,0,11.3999996,2,100
4066,2,2,8.8914165,8.9029999,0.4485833,0.437,11.8999996,11.8999996,779.1156006,423.2524109,0.4774778,2.4692295,1.9664221,0.8173948,0.8165771,0.5028074,0.0008177,20,1.1535817,0,-2.8706543,0.0694444,0,11.8999996,2,100
4068,2,2,8.8842497,8.8959999,0.45575,0.444,13.8999996,13.8999996,785.663269,114.9022141,-1.2669202,2.519382,2.0165744,0.8173948,0.8165771,0.5028074,0.0008177,20,14.2730303,0,-1.8239141,0.2777778,0,13.8999996,2,100
4070,2,2,8.8755836,8.8870001,0.4644167,0.453,17.2999992,17.2999992,783.4226074,205.349472,-1.6900141,2.6087573,2.1059496,0.8173948,0.8165771,0.5028074,0.0008177,20,25.7047234,0,-1.660082,0.4722222,0,17.2999992,2,100
4072,2,2,8.8640556,8.8760004,0.4759444,0.464,24.2000008,24.2000008,773.8035278,496.5093994,-1.044516,2.822202,2.3193946,0.8173948,0.8165771,0.5028074,0.0008177,20,53.4601898,0,-2.0742698,0.9583333,0,24.2000008,2,100
4074,2,2,8.8482113,8.8590002,0.4917889,0.481,32.8400002,33.2000008,764.6298828,788.8034668,2.1610851,3.1572812,2.6544738,0.8173948,0.8165771,0.5028074,0.0008177,20,64.9047852,0,-4.6340146,1.2,0,33.2000008,2,100
4076,2,2,8.8273668,8.8369999,0.5126333,0.503,41.8400002,46.5,762.9672852,840.3533936,3.3441005,3.5134823,3.010675,0.8173948,0.8165771,0.5028074,0.0008177,20,60.7175217,0,-8.8212767,1.2,0,46.5,2,100
4078,2,2,8.801033,8.8129997,0.5389667,0.527,48.2999992,48.2999992,788.2474976,164.5592957,4.4774327,3.5855455,3.0827382,0.8173948,0.8165771,0.5028074,0.0008177,20,6.6537766,0,-7.8334732,0.25,0,48.2999992,2,100
4080,2,2,8.7741442,8.79,0.5658556,0.55,48.5,48.5,789.1012573,-24.6109009,-0.8063329,3.5855455,3.071949,0.8432395,0.8424218,0.5135966,0.0008178,20,-4.5808926,0,-6.190587,0.0277778,0,48.5,2,100
4082,2,2,8.7484779,8.7659998,0.5915222,0.574,43.9000015,43.9000015,839.0994263,-504.7449951,-7.2718973,3.5855455,2.8366537,1.0937128,1.0927725,0.7488917,0.0009403,50,-43.2389908,0,-6.2160172,-0.6388889,0,43.9000015,2,100
4084,2,2,8.7247553,8.7440004,0.6152444,0.596,41.5,41.5,805.2493286,-264.9444275,-2.9353292,3.5855455,2.718128,1.2272953,1.2263538,0.8674175,0.0009415,50,-25.7345181,0,-6.4181843,-0.3333333,0,41.5,2,100
4086,2,2,8.7018385,8.7209997,0.6381611,0.619,41,41,790.9814453,-79.5191193,-1.0975413,3.5855455,2.6831846,1.2772943,1.2763528,0.9023609,0.0009415,50,-10.2493048,0,-6.225069,-0.0694444,0,41,2,100
4088,2,2,8.678978,8.6990004,0.6610222,0.641,41.2999992,41.2999992,782.7680664,-3.8751798,-1.3757429,3.5855455,2.6814995,1.2940351,1.2930936,0.9040461,0.0009415,20,-3.5762234,0,-5.9907651,0.0416667,0,41.2999992,2,100
4090,2,2,8.6562281,8.677,0.6837722,0.663,40.5999985,40.5999985,787.4055786,-94.4270554,-1.124164,3.5855455,2.6401925,1.3503977,1.349456,0.945353,0.0009418,50,-11.6132755,0,-5.9793444,-0.0972222,0,40.5999985,2,100
4092,2,2,8.6342001,8.6560001,0.7058,0.684,38.7000008,38.7000008,798.2073975,-194.8128967,-1.8033408,3.5855455,2.553803,1.4518434,1.450901,1.0317425,0.0009423,50,-21.2979889,0,-6.0058913,-0.2638889,0,38.7000008,2,100
4094,2,2,8.6133385,8.6359997,0.7266611,0.704,36.4000015,36.4000015,829.305542,-208.1593018,-5.1693664,3.5855455,2.4578989,1.5628113,1.5618608,1.1276467,0.0009505,50,-24.5876541,0,-6.0761685,-0.3194444,0,36.4000015,2,100
4096,2,2,8.5935335,8.6169996,0.7464667,0.723,34.9000015,34.9000015,899.9998779,-3.3070514,-1.4519866,3.5855455,2.4562452,1.6395712,1.5785699,1.1293002,0.0610013,50,-18.2304726,0,-6.1577635,-0.2083333,0,34.9000015,2,100
4098,2,2,8.5747004,8.599,0.7653,0.741,32.9000015,32.9000015,899.999939,-2.9053311,-1.0593243,3.5855455,2.4547925,1.7404836,1.5950781,1.1307529,0.1454055,50,-24.940958,0,-8.8440142,-0.2777778,0,32.9000015,2,100
4100,2,2,8.5572557,8.5830002,0.7827445,0.757,29.8999996,29.8999996,899.9986572,-44.410862,-0.7938227,3.5855455,2.4325871,1.8805044,1.6323391,1.1529583,0.2481652,50,-37.0077591,0,-12.8623428,-0.4166667,0,29.8999996,2,100
4102,2,2,8.5414495,8.5690002,0.79855,0.771,27,27,792.8143921,-249.4969788,0.9992145,3.5855455,2.3226957,2.0054526,1.7572862,1.2628498,0.2481664,50,-36.7352371,0,-13.3946686,-0.4027778,0,27,2,100
4104,2,2,8.5274782,8.5570002,0.8125222,0.783,23.2999992,23.2999992,791.2397461,-262.9131775,0.7278982,3.5855455,2.2071249,2.13608,1.8879125,1.3784206,0.2481675,50,-43.2578964,0,-13.478548,-0.5138889,0,23.2999992,2,100
4106,2,2,8.5154495,8.5469999,0.82455,0.793,20,20,798.5925903,-188.9907532,-2.7586594,3.5855455,2.1232767,2.2349844,1.9868162,1.4622687,0.2481682,50,-38.3800087,0,-11.8200502,-0.4583333,0,20,2,100
4108,2,2,8.5053663,8.5380001,0.8346334,0.802,16.2999992,16.2999992,794.1245728,-163.7011414,-3.5763481,3.5855455,2.051055,2.322262,2.0740933,1.5344905,0.2481687,50,-39.4827805,0,-9.7034349,-0.5138889,0,16.2999992,2,100
4110,2,2,8.4984503,8.533,0.84155,0.807,8.6000004,8.6000004,797.9324951,-238.2951355,-3.9859755,3.5855455,1.9454198,2.4429538,2.1947842,1.6401256,0.2481697,50,-69.7799377,0,-7.8066983,-1.0694444,0,8.6000004,2,100
4112,2,2,8.4950056,8.5299997,0.8449944,0.81,3.8,3.8,783.2929077,-43.091465,-2.2572749,3.5855455,1.926668,2.4767611,2.2285917,1.6588775,0.2481694,50,-45.4754219,0,-6.8427553,-0.6666667,0,3.8,2,100
4114,2,2,8.4938946,8.5290003,0.8461056,0.811,0.2,0.2,784.154541,22.4451408,-1.1423079,3.5953236,1.9364461,2.4820485,2.2338791,1.6588775,0.2481694,50,-35.8791962,0,-6.9046946,-0.5,0,0.2,2,100
4116,2,2,8.4938107,8.5279999,0.8461889,0.812,0.1,0.1,785.5601807,34.1941109,-0.518521,3.6102467,1.951369,2.4821811,2.2340114,1.6588775,0.2481697,50,-7.74511,0,-6.9402628,-0.0138889,0,0.1,2,100
4118,2,2,8.4937277,8.5270004,0.8462722,0.813,0.2,0.2,782.8624878,34.3609047,1.1072114,3.625191,1.9663135,2.4822922,2.2341228,1.6588775,0.2481694,20,-6.13627,0,-6.9411173,0.0138889,0,0.2,2,100
4120,2,2,8.4936447,8.526,0.8463556,0.814,0.1,0.1,779.4807129,34.4608383,-0.014084,3.6401141,1.9812366,2.4824247,2.2342553,1.6588775,0.2481694,50,-7.74511,0,-6.9402628,-0.0138889,0,0.1,2,100
4122,2,2,8.4935608,8.5249996,0.8464389,0.815,0.2,0.2,777.739563,34.5885849,0.3114136,3.6550591,1.9961815,2.4825361,2.2343664,1.6588775,0.2481697,20,-6.13627,0,-6.9411173,0.0138889,0,0.2,2,100
4124,2,2,8.4934502,8.5249996,0.84655,0.815,0.2,0.2,782.980896,34.3385925,0.6128014,3.669996,2.0111184,2.4826546,2.2344851,1.6588775,0.2481694,30,-6.9402628,0,-6.9402628,0,0,0.2,2,100
4126,2,2,8.4933386,8.5240002,0.8466611,0.816,0.2,0.2,786.7734375,34.172905,-0.0690794,3.6849327,2.0260553,2.4827733,2.2346039,1.6588775,0.2481694,30,-6.9402628,0,-6.9402628,0,0,0.2,2,100
4128,2,2,8.493228,8.5240002,0.8467722,0.816,0.2,0.2,790.1608887,34.038166,-0.7646293,3.6998749,2.0409973,2.482892,2.2347226,1.6588775,0.2481694,30,-6.9402628,0,-6.9402628,0,0,0.2,2,100
4130,2,2,8.493144,8.5240002,0.8468556,0.816,0.1,0.1,787.8742676,34.0937042,-1.8078188,3.714798,2.0559204,2.4830246,2.2348549,1.6588775,0.2481697,50,-7.74511,0,-6.9402628,-0.0138889,0,0.1,2,100
4132,2,2,8.4930611,8.5240002,0.8469389,0.816,0.2,0.2,785.6134644,34.2407684,-2.3954511,3.7297423,2.0708649,2.4831357,2.2349663,1.6588775,0.2481694,20,-6.13627,0,-6.9411173,0.0138889,0,0.2,2,100
4134,2,2,8.4929781,8.5240002,0.8470222,0.816,0.1,0.1,784.7009277,34.231575,-2.2700911,3.7446654,2.085788,2.4832683,2.2350986,1.6588775,0.2481697,50,-7.74511,0,-6.9402628,-0.0138889,0,0.1,2,100
4136,2,2,8.4928942,8.5229998,0.8471056,0.817,0.2,0.2,786.8482056,34.1869202,-2.2912612,3.7596097,2.1007323,2.4833794,2.2352099,1.6588775,0.2481694,20,-6.13627,0,-6.9411173,0.0138889,0,0.2,2,100
4138,2,2,8.4928112,8.5229998,0.8471889,0.817,0.1,0.1,789.1999512,34.0386581,-1.6673616,3.7745337,2.1156564,2.4835119,2.2353423,1.6588775,0.2481697,50,-7.74511,0,-6.9402628,-0.0138889,0,0.1,2,100
4140,2,2,8.4927282,8.5229998,0.8472722,0.817,0.2,0.2,789.2354126,34.0848541,-2.0582516,3.7894788,2.1306014,2.483623,2.2354536,1.6588775,0.2481694,20,-6.13627,0,-6.9411173,0.0138889,0,0.2,2,100
4142,2,2,8.4926167,8.5220003,0.8473833,0.818,0.2,0.2,788.9743652,34.0768661,-1.2066331,3.8044155,2.1455379,2.4837418,2.2355723,1.6588775,0.2481694,30,-6.9402628,0,-6.9402628,0,0,0.2,2,100
4144,2,2,8.4920053,8.5209999,0.8479944,0.819,2,2,786.6060791,45.4347916,-1.8117889,3.8242705,2.1653931,2.4837418,2.2355723,1.6588775,0.2481694,20,7.5469875,0,-6.9402628,0.25,0,2,2,100
4146,2,2,8.4890614,8.5200005,0.8509389,0.82,8.6000004,8.6000004,781.3372192,170.3518524,-0.6396702,3.8982162,2.2393386,2.4837418,2.2355723,1.6588775,0.2481694,20,46.19627,0,-6.923645,0.9166667,0,8.6000004,2,100
4148,2,2,8.4818945,8.5120001,0.8581055,0.828,17.2000008,17.2000008,772.6033936,390.4892883,0.5355877,4.0658236,2.4069462,2.4837418,2.2355723,1.6588775,0.2481694,20,62.3741074,0,-6.8427553,1.1944444,0,17.2000008,2,100
