time [s],line [1],track/ direction [1],loc. (actual) [km],loc. (target) [km],way (actual) [km],way (target) [km],speed (actual) [km/h],speed (target) [km/h],voltage [V],current [A],track-earth voltage [V],energy input [kWh],energy balance [kWh],usable braking energy [kWh],used braking energy [kWh],recuperated braking energy [kWh],energy braking resistor [kWh],state [1],tractive effort (actual) [kN],tractive effort (target) [kN],line and running resistance [kN],acceleration (actual) [m/(s*s)],acceleration (target) [m/(s*s)],desired speed [km/h],train configuration [1],utilization rate [%]
4386,2,2,7.1492739,7.1859999,2.1907263,2.154,31.3999996,31.3999996,815.012085,-202.19104,-3.5945604,11.6875811,8.4830732,4.5683637,4.3198056,3.2045076,0.248558,50,-26.0723915,0,5.3166504,-0.5416667,0,31.3999996,2,100
4388,2,2,7.1316347,7.1690001,2.2083652,2.171,32.0999985,32.0999985,784.637146,163.7539978,-0.7374518,11.7589626,8.5544558,4.5683637,4.3198056,3.2045076,0.248558,20,10.2777958,0,4.6438651,0.0972222,0,32.0999985,2,100
4390,2,2,7.1134958,7.151,2.2265041,2.1889999,33.2000008,33.2000008,777.3677979,208.2994537,1.9625499,11.8489218,8.6444139,4.5683637,4.3198056,3.2045076,0.248558,20,13.3584404,0,4.5051212,0.1527778,0,33.2000008,2,100
4392,2,2,7.0948291,7.132,2.2451708,2.2079999,34,34,779.2851563,73.0900574,0.9060883,11.8805647,8.6760569,4.5683637,4.3198056,3.2045076,0.248558,20,2.8523312,0,-3.5864465,0.1111111,0,34,2,100
4394,2,2,7.0764127,7.1139998,2.2635875,2.2260001,32.2999992,32.2999992,786.9875488,-184.5210724,-0.5023361,11.8805647,8.5953817,4.6640954,4.4155369,3.2851832,0.2485585,50,-24.3738632,0,-10.6914606,-0.2361111,0,32.2999992,2,100
4396,2,2,7.0591626,7.098,2.2808375,2.2420001,29.7999992,29.7999992,794.8150024,-225.148819,-1.7065933,11.8805647,8.4959641,4.7785692,4.5300097,3.3846006,0.2485595,50,-30.8675652,0,-10.7463846,-0.3472222,0,29.7999992,2,100
4398,2,2,7.0436349,7.0830002,2.2963653,2.257,26.1000004,26.1000004,795.4384766,-277.231842,-2.4475892,11.8805647,8.3734522,4.9161377,4.6675768,3.5071123,0.2485609,50,-40.6027222,0,-10.8233747,-0.5138889,0,26.1000004,2,100
4400,2,2,7.0300236,7.0679998,2.3099763,2.2720001,22.8999996,22.8999996,781.0259399,-211.0914612,-1.1757927,11.8805647,8.2818594,5.0227876,4.7742257,3.5987055,0.2485619,50,-36.6841736,0,-10.9290619,-0.4444444,0,22.8999996,2,100
4402,2,2,7.0182738,7.0570002,2.3217263,2.283,19.3999996,19.3999996,778.0740967,-192.8976898,-0.4357816,11.8805647,8.1984768,5.1212263,4.872664,3.6820881,0.2485623,50,-38.8540535,0,-10.6843996,-0.4861111,0,19.3999996,2,100
4404,2,2,7.0086627,7.0479999,2.3313375,2.2920001,15.1999998,15.1999998,774.2672119,-183.6923523,-0.3568218,11.8805647,8.119462,5.2152972,4.9667344,3.7611032,0.2485628,50,-43.9692726,0,-10.1656885,-0.5833333,0,15.1999998,2,100
4406,2,2,7.0018015,7.0419998,2.3381987,2.2980001,9.5,9.5,782.6734009,-169.4298553,0.1923336,11.8805647,8.0457907,5.3040247,5.0554614,3.8347745,0.2485633,50,-55.6375656,0,-9.7612753,-0.7916667,0,9.5,2,100
4408,2,2,6.9976349,7.0380001,2.3423653,2.302,5.5,5.5,784.4648438,-47.9688606,0.4570946,11.8805647,8.0248852,5.3399858,5.0914226,3.85568,0.2485633,50,-41.7258377,0,-9.53195,-0.5555556,0,5.5,2,100
4410,2,2,6.9955516,7.0359998,2.3444486,2.3039999,2,2,881.7503662,3.6053729,-1.3115978,11.8823309,8.0266514,5.3532753,5.104712,3.85568,0.2485633,50,-37.7569618,0,-9.5873098,-0.4861111,0,2,2,100
4412,2,2,6.9949403,7.0349998,2.3450596,2.3050001,0.2,0.2,795.2196655,33.0014114,-0.211374,11.8969107,8.0412312,5.3537512,5.1051879,3.85568,0.2485633,50,-24.1135502,0,-9.6262999,-0.25,0,0.2,2,100
4414,2,2,6.9948292,7.0339999,2.3451707,2.306,0.2,0.2,773.4550171,34.6537285,1.6725532,11.9118013,8.0561218,5.3539162,5.1053529,3.85568,0.2485633,30,-9.6429176,0,-9.6429176,0,0,0.2,2,100
4416,2,2,6.9947457,7.033,2.3452542,2.3069999,0.1,0.1,777.4907227,34.4420319,1.2357103,11.9266777,8.0709982,5.3540945,5.1055312,3.85568,0.2485633,50,-10.4477644,0,-9.6429176,-0.0138889,0,0.1,2,100
4418,2,2,6.9946628,7.0320001,2.3453374,2.3080001,0.2,0.2,783.2171021,34.2293739,1.0261263,11.9415722,8.0858917,5.3542557,5.1056924,3.85568,0.2485633,20,-8.8389254,0,-9.6437721,0.0138889,0,0.2,2,100
4420,2,2,6.9945517,7.0310001,2.3454485,2.309,0.2,0.2,768.4029541,34.8816414,2.1762581,11.9564629,8.1007824,5.3544207,5.1058574,3.85568,0.2485633,30,-9.6429176,0,-9.6429176,0,0,0.2,2,100
4422,2,2,6.9944406,7.0310001,2.3455596,2.309,0.2,0.2,775.5856323,34.5585327,0.5990381,11.9713535,8.1156731,5.3545856,5.1060224,3.85568,0.2485633,30,-9.6429176,0,-9.6429176,0,0,0.2,2,100
4424,2,2,6.994329,7.0310001,2.3456707,2.309,0.2,0.2,784.5182495,34.1650429,-0.0936304,11.9862442,8.1305637,5.3547506,5.1061873,3.85568,0.2485633,30,-9.6429176,0,-9.6429176,0,0,0.2,2,100
4426,2,2,6.9942179,7.0310001,2.3457818,2.309,0.2,0.2,807.0101929,33.2176895,-1.5423583,12.0011368,8.1454573,5.3549156,5.1063523,3.85568,0.2485633,30,-9.6429176,0,-9.6429176,0,0,0.2,2,100
4428,2,2,6.9941068,7.0310001,2.3458929,2.309,0.2,0.2,896.3122559,29.9036808,-0.4345692,12.0160275,8.160347,5.3550801,5.1065168,3.85568,0.2485633,30,-9.6429176,0,-9.6429176,0,0,0.2,2,100
4430,2,2,6.9939957,7.0310001,2.346004,2.309,0.2,0.2,892.5836792,30.0285187,-0.1728888,12.0309181,8.1752377,5.3552451,5.1066818,3.85568,0.2485633,30,-9.6429176,0,-9.6429176,0,0,0.2,2,100
4432,2,2,6.9938846,7.0310001,2.3461154,2.309,0.2,0.2,885.3104858,30.2723961,0.2643863,12.0458069,8.1901274,5.3554101,5.1068468,3.85568,0.2485633,30,-9.6429176,0,-9.6429176,0,0,0.2,2,100
4434,2,2,6.9937735,7.0310001,2.3462265,2.309,0.2,0.2,770.545105,34.7846451,1.5394765,12.0606976,8.205018,5.3555751,5.1070118,3.85568,0.2485633,30,-9.6429176,0,-9.6429176,0,0,0.2,2,100
4436,2,2,6.9936624,7.0310001,2.3463376,2.309,0.2,0.2,766.2617798,34.9808006,1.6043762,12.0755892,8.2199087,5.3557401,5.1071768,3.85568,0.2485633,30,-9.6429176,0,-9.6429176,0,0,0.2,2,100
4438,2,2,6.9911513,7.0289998,2.3488486,2.3110001,8.8400002,9,776.3247681,194.9121704,0.1162978,12.1596527,8.3039732,5.3557401,5.1071768,3.85568,0.2485633,20,59.8958817,0,-9.6429176,1.2,0,9,2,100
4440,2,2,6.9837513,7.0240002,2.3562486,2.316,17.6399994,18.2999992,753.2293091,396.7880249,2.5117388,12.3256931,8.4700136,5.3557401,5.1071768,3.85568,0.2485633,20,59.9992981,0,-9.5395002,1.2,0,18.2999992,2,100
4442,2,2,6.9728627,7.0110002,2.3671374,2.329,20.8999996,20.8999996,775.0187378,129.7638245,1.0457872,12.3815651,8.5258856,5.3557401,5.1071768,3.85568,0.2485633,20,11.5564203,0,-9.3696079,0.3611111,0,20.8999996,2,100
4444,2,2,6.9605293,6.9980001,2.3794708,2.342,23.5,23.5,775.9677124,142.0494385,2.1766434,12.4428015,8.587122,5.3557401,5.1071768,3.85568,0.2485633,20,11.6150551,0,-9.3109722,0.3611111,0,23.5,2,100
4446,2,2,6.946557,6.9829998,2.3934431,2.3570001,26.7999992,26.7999992,773.3358154,216.850296,4.451004,12.5359669,8.6802874,5.3557401,5.1071768,3.85568,0.2485633,20,17.5821037,0,-8.9778538,0.4583333,0,26.7999992,2,100
4448,2,2,6.9301405,6.9660001,2.4098597,2.3740001,32.2999992,32.2999992,754.2814941,483.2279053,4.1826406,12.7384615,8.882782,5.3557401,5.1071768,3.85568,0.2485633,20,36.7280807,0,-7.5385156,0.7638889,0,32.2999992,2,100
4450,2,2,6.9100013,6.9439998,2.4299986,2.3959999,40.2000008,40.2000008,726.3175659,858.3322754,7.7512012,13.0848074,9.2291269,5.3557401,5.1071768,3.85568,0.2485633,20,58.8633575,0,-4.7195716,1.0972222,0,40.2000008,2,100
4452,2,2,6.8872514,6.9200001,2.4527485,2.4200001,41.7000008,41.7000008,772.1494751,172.4694366,1.862466,13.1587915,9.303112,5.3557401,5.1071768,3.85568,0.2485633,20,8.7706766,0,-3.3020318,0.2083333,0,41.7000008,2,100
4454,2,2,6.8645291,6.8969998,2.4754708,2.4430001,40.0999985,40.0999985,795.4295654,-144.8237,-1.1164392,13.1587915,9.2391129,5.4347944,5.1862307,3.9196782,0.2485638,50,-16.1227016,0,-3.2451456,-0.2222222,0,40.0999985,2,100
4456,2,2,6.8429737,6.8759999,2.4970264,2.464,37.5,37.5,796.2921753,-223.2656555,-1.7415276,13.1587915,9.1403437,5.5486202,5.3000555,4.0184474,0.2485647,50,-24.2317944,0,-3.3057666,-0.3611111,0,37.5,2,100
4458,2,2,6.8220849,6.8559999,2.5179152,2.484,37.7000008,37.7000008,780.0490112,18.3987541,-0.3367025,13.1667652,9.1483173,5.5557022,5.307138,4.0184474,0.2485642,20,-1.7261403,0,-3.3358347,0.0277778,0,37.7000008,2,100
4460,2,2,6.800807,6.835,2.5391929,2.5050001,38.9000015,38.9000015,774.0734253,134.3829956,0.1793516,13.224555,9.2061071,5.5557022,5.307138,4.0184474,0.2485642,20,6.7594962,0,-2.8986702,0.1666667,0,38.9000015,2,100
4462,2,2,6.7786679,6.8119998,2.561332,2.5280001,40.7999992,40.7999992,771.5980225,226.0253601,0.5724547,13.3214445,9.3029966,5.5557022,5.307138,4.0184474,0.2485642,20,12.6301737,0,-2.6619232,0.2638889,0,40.7999992,2,100
4464,2,2,6.7556405,6.789,2.5843596,2.5510001,42.0999985,42.0999985,778.0300293,76.4012604,-0.0934924,13.3544683,9.3360205,5.5557022,5.307138,4.0184474,0.2485642,20,2.5649784,0,-7.8980355,0.1805556,0,42.0999985,2,100
4466,2,2,6.7324739,6.7649999,2.6075263,2.575,41.2999992,41.2999992,791.0297852,-153.9859772,-0.5350758,13.3544683,9.2683496,5.6384292,5.3898644,4.0861182,0.2485647,50,-16.6991634,0,-10.2603855,-0.1111111,0,41.2999992,2,100
4468,2,2,6.710279,6.743,2.6297207,2.5969999,38.5999985,38.5999985,803.359436,-312.296051,-1.7969117,13.3544683,9.1289682,5.7928672,5.544301,4.2254996,0.2485662,50,-31.8213596,0,-10.0904846,-0.375,0,38.5999985,2,100
4470,2,2,6.6895013,6.723,2.6504986,2.6170001,36.2000008,36.2000008,790.5115356,-222.8273773,-0.6294076,13.3544683,9.0311089,5.9057837,5.6572161,4.323359,0.2485676,50,-25.0924816,0,-5.7761488,-0.3333333,0,36.2000008,2,100
4472,2,2,6.6691403,6.7020001,2.6708596,2.638,37.0999985,37.0999985,762.3184814,82.0018921,3.1843846,13.3891964,9.0658369,5.9057837,5.6572161,4.323359,0.2485676,20,3.1886423,0,-4.0549827,0.125,0,37.0999985,2,100
4474,2,2,6.6487794,6.6820002,2.6912208,2.658,36.2000008,36.2000008,767.2958984,-81.0120544,3.7598326,13.3891964,9.0313034,5.9553728,5.7068052,4.3578925,0.2485676,50,-11.5253,0,-4.2816749,-0.125,0,36.2000008,2,100
4476,2,2,6.629446,6.664,2.7105541,2.6760001,33.4000015,33.4000015,774.446228,-230.2947235,1.4754581,13.3891964,8.9322205,6.0695128,5.8209448,4.4569764,0.2485681,50,-27.2788048,0,-4.743082,-0.3888889,0,33.4000015,2,100
4478,2,2,6.6113901,6.6469998,2.7286098,2.6930001,31.6000004,31.6000004,765.8416748,-139.414978,2.6408005,13.3891964,8.8729038,6.1438856,5.8953166,4.516293,0.248569,50,-19.3241215,0,-4.8368707,-0.25,0,31.6000004,2,100
4480,2,2,6.5943069,6.6300001,2.745693,2.71,29.8999996,29.8999996,764.4508057,-122.8225327,2.4433517,13.3891964,8.8207417,6.2111034,5.9625344,4.5684552,0.248569,50,-18.5765858,0,-4.8941827,-0.2361111,0,29.8999996,2,100
4482,2,2,6.5777235,6.6149998,2.7622764,2.7249999,29.7999992,29.7999992,762.9691162,2.3573165,3.493669,13.3901958,8.8217402,6.2251596,5.9765906,4.5684552,0.248569,50,-4.1326327,0,-3.3277853,-0.0138889,0,29.7999992,2,100
4484,2,2,6.5611682,6.598,2.778832,2.7420001,29.7999992,29.7999992,776.7553101,23.3993034,3.3206379,13.4002934,8.8318377,6.2301178,5.9815493,4.5684552,0.2485685,30,-1.4634128,0,-1.4634128,0,0,29.7999992,2,100
4486,2,2,6.5446682,6.5819998,2.795332,2.7579999,29.6000004,29.6000004,781.0581665,14.5892029,-0.1765579,13.4066238,8.8381691,6.238843,5.990274,4.5684552,0.248569,50,-2.5751431,0,-0.9654486,-0.0277778,0,29.6000004,2,100
4488,2,2,6.5283904,6.566,2.8116097,2.7739999,29,29,788.1774902,-20.6943436,-1.862942,13.4066238,8.8291073,6.26296,6.0143909,4.5775166,0.248569,50,-7.1737833,0,-2.3446999,-0.0833333,0,29,2,100
4490,2,2,6.5130291,6.552,2.8269708,2.7880001,26.2999992,26.2999992,799.4400024,-155.0181122,-3.5454981,13.4066238,8.7602587,6.3468647,6.0982952,4.6463656,0.2485695,50,-25.558136,0,-3.8272605,-0.375,0,26.2999992,2,100
4492,2,2,6.4993072,6.539,2.840693,2.8010001,23.1000004,23.1000004,821.7834473,-158.0983734,-4.170527,13.4066238,8.6880789,6.4341002,6.1855302,4.7185445,0.24857,50,-29.7504635,0,-3.9953525,-0.4444444,0,23.1000004,2,100
4494,2,2,6.4870849,6.526,2.8529153,2.8139999,20.8999996,20.8999996,790.2839966,-119.9090958,-1.0370886,13.4066238,8.6354332,6.5018015,6.2532315,4.7711902,0.24857,50,-26.529068,0,-8.8224287,-0.3055556,0,20.8999996,2,100
4496,2,2,6.4759183,6.5159998,2.8640819,2.8239999,19.2999992,19.2999992,781.717041,-113.5332565,0.1450021,13.4066238,8.5861273,6.5661635,6.3175931,4.8204966,0.2485704,50,-27.919508,0,-15.0419521,-0.2222222,0,19.2999992,2,100
4498,2,2,6.4659739,6.507,2.8740263,2.8329999,16.5,16.5,774.8257446,-172.0395203,2.6591263,13.4066238,8.5120716,6.6552753,6.4067044,4.8945522,0.2485709,50,-41.8831787,0,-19.347456,-0.3888889,0,16.5,2,100
4500,2,2,6.4583902,6.5009999,2.8816097,2.839,10.8000002,10.8000002,776.1552124,-231.5270691,3.4095232,13.4066238,8.4122381,6.7701659,6.521594,4.9943862,0.2485719,50,-65.2834625,0,-19.4071732,-0.7916667,0,10.8000002,2,100
4502,2,2,6.4536123,6.4970002,2.8863873,2.8429999,6.4000001,6.4000001,774.5026245,-96.8570938,0.6103459,13.4066238,8.3705616,6.8268971,6.5783253,5.0360618,0.2485719,50,-54.9245796,0,-19.511301,-0.6111111,0,6.4000001,2,100
4504,2,2,6.4506679,6.4949999,2.8893318,2.845,4.1999998,4.1999998,768.3488159,-5.5268931,0.6406486,13.4066238,8.3682032,6.8443117,6.5957398,5.0384212,0.2485719,50,-37.2823219,0,-19.5756817,-0.3055556,0,4.1999998,2,100
4506,2,2,6.4494457,6.494,2.8905542,2.846,0.2,0.2,774.8145142,12.176671,0.1956459,13.4118652,8.3734446,6.854126,6.6055541,5.0384212,0.2485719,50,-51.7965355,0,-19.6026459,-0.5555556,0,0.2,2,100
4508,2,2,6.4493346,6.494,2.8906653,2.846,0.2,0.2,773.2747803,34.2638054,0.3702447,13.4265852,8.3881636,6.8544617,6.6058898,5.0384212,0.2485719,30,-19.6427402,0,-19.6427402,0,0,0.2,2,100
4510,2,2,6.4492235,6.493,2.8907764,2.8469999,0.2,0.2,781.072937,33.921669,0.0285309,13.4413042,8.4028835,6.8547978,6.606226,5.0384212,0.2485719,30,-19.6427402,0,-19.6427402,0,0,0.2,2,100
4512,2,2,6.4491124,6.4920001,2.8908875,2.848,0.2,0.2,790.5643311,33.5143013,-0.8458605,13.4560242,8.4176035,6.855134,6.6065621,5.0384212,0.2485719,30,-19.6427402,0,-19.6427402,0,0,0.2,2,100
4514,2,2,6.4490013,6.4910002,2.8909986,2.849,0.2,0.2,825.3019409,32.1027489,-2.3731599,13.4707432,8.4323225,6.8554697,6.6068978,5.0384212,0.2485719,30,-19.6427402,0,-19.6427402,0,0,0.2,2,100
4516,2,2,6.4488902,6.4910002,2.8911097,2.849,0.2,0.2,786.6310425,33.681881,0.4666633,13.4854631,8.4470415,6.8558059,6.607234,5.0384212,0.2485719,30,-19.6427402,0,-19.6427402,0,0,0.2,2,100
4518,2,2,6.4487791,6.4910002,2.8912208,2.849,0.2,0.2,783.0675659,33.8351555,0.4671726,13.5001822,8.4617615,6.856142,6.6075697,5.0384212,0.2485723,30,-19.6427402,0,-19.6427402,0,0,0.2,2,100
4520,2,2,6.448668,6.4910002,2.8913319,2.849,0.2,0.2,778.7425537,34.0230446,0.1208056,13.5149021,8.4764805,6.8564777,6.6079059,5.0384212,0.2485719,30,-19.6427402,0,-19.6427402,0,0,0.2,2,100
4522,2,2,6.4485569,6.4910002,2.891443,2.849,0.2,0.2,774.5109253,34.2145996,-0.0375555,13.529624,8.4912033,6.8568139,6.608242,5.0384212,0.2485719,30,-19.6427402,0,-19.6427402,0,0,0.2,2,100
4524,2,2,6.4484458,6.4910002,2.8915541,2.849,0.2,0.2,767.2573242,34.5171623,0.5661521,13.5443373,8.5059156,6.8571496,6.6085777,5.0384212,0.2485719,30,-19.6427402,0,-19.6427402,0,0,0.2,2,100
4526,2,2,6.4483347,6.4910002,2.8916652,2.849,0.2,0.2,784.3503418,33.7798386,0.2176298,13.5590563,8.5206356,6.8574858,6.6089139,5.0384212,0.2485719,30,-19.6427402,0,-19.6427402,0,0,0.2,2,100
4528,2,2,6.4482236,6.4910002,2.8917763,2.849,0.2,0.2,784.4221802,33.7767372,0.3403854,13.5737762,8.5353556,6.8578219,6.6092501,5.0384212,0.2485719,30,-19.6427402,0,-19.6427402,0,0,0.2,2,100
4530,2,2,6.4481125,6.4910002,2.8918874,2.849,0.2,0.2,784.1636353,33.7884445,0.913034,13.5884962,8.5500746,6.8581576,6.6095858,5.0384212,0.2485719,30,-19.6427402,0,-19.6427402,0,0,0.2,2,100
4532,2,2,6.4480014,6.4910002,2.8919985,2.849,0.2,0.2,784.4498901,33.7755203,0.9251425,13.6032152,8.5647945,6.8584938,6.6099219,5.0384212,0.2485719,30,-19.6427402,0,-19.6427402,0,0,0.2,2,100
4534,2,2,6.4470849,6.4899998,2.8929152,2.8499999,3.0999999,3.0999999,778.2236938,156.7833405,1.3656863,13.6710005,8.6325788,6.8584938,6.6099219,5.0384212,0.2485719,20,3.6978283,0,-19.6427402,0.4027778,0,3.0999999,2,100
4536,2,2,6.4429626,6.4889998,2.8970375,2.8510001,11.7399998,12.3000002,770.1435547,221.5984802,1.7549855,13.7658129,8.7273922,6.8584938,6.6099219,5.0384212,0.2485719,20,49.9239807,0,-19.6148205,1.2,0,12.3000002,2,100
4538,2,2,6.4342957,6.4790001,2.905704,2.8610001,18.8999996,18.8999996,769.1987305,262.5858154,1.7179521,13.8780241,8.8396034,6.8584938,6.6099219,5.0384212,0.2485719,20,33.6337509,0,-19.4861679,0.9166667,0,18.8999996,2,100
4540,2,2,6.4228234,6.4679999,2.9171762,2.872,22.3999996,22.3999996,780.8762817,110.3548431,0.3540959,13.9258986,8.8874779,6.8584938,6.6099219,5.0384212,0.2485719,20,8.8133211,0,-19.3563328,0.4861111,0,22.3999996,2,100
4542,2,2,6.4094071,6.4530001,2.930593,2.8870001,25.8999996,25.8999996,784.4490356,122.1758652,0.5007456,13.9791431,8.9407225,6.8584938,6.6099219,5.0384212,0.2485719,20,8.8948984,0,-19.2747536,0.4861111,0,25.8999996,2,100
4544,2,2,6.3940458,6.4359999,2.9459541,2.904,29.3999996,29.3999996,777.6573486,135.7444458,0.4174229,14.0377893,8.9993687,6.8584938,6.6099219,5.0384212,0.2485719,20,8.9852972,0,-19.1843567,0.4861111,0,29.3999996,2,100
4546,2,2,6.3759346,6.4159999,2.9640653,2.924,35.7999992,35.7999992,753.6846924,533.6933594,3.7299764,14.2612543,9.2228327,6.8584938,6.6099219,5.0384212,0.2485719,20,37.3971786,0,-14.1130447,0.8888889,0,35.7999992,2,100
4548,2,2,6.3536458,6.3920002,2.9863541,2.948,44.4399986,44.5,727.5302734,973.9478149,6.7265697,14.6549072,9.6164865,6.8584938,6.6099219,5.0384212,0.2485719,20,63.9889984,0,-5.5498004,1.2,0,44.5,2,100
4550,2,2,6.3281736,6.3649998,3.0118263,2.9749999,47.2000008,47.2000008,763.5020752,350.962738,2.4100714,14.8037748,9.7653542,6.8584938,6.6099219,5.0384212,0.2485719,20,16.5493145,0,-5.181561,0.375,0,47.2000008,2,100
4552,2,2,6.3018961,6.3379998,3.0381041,3.0020001,47.4000015,47.4000015,783.1915283,-66.00737,0.2194468,14.8037748,9.7366333,6.9022698,6.6536975,5.0671411,0.2485723,20,-7.8823748,0,-9.4920692,0.0277778,0,47.4000015,2,100
4554,2,2,6.2757015,6.3119998,3.0642986,3.0280001,46.9000015,46.9000015,783.2155151,-160.6307831,-0.247982,14.8037748,9.6667395,6.9872193,6.738647,5.1370349,0.2485723,50,-15.0318279,0,-11.0075922,-0.0694444,0,46.9000015,2,100
4556,2,2,6.2502294,6.2870002,3.0897708,3.053,44.7999992,44.7999992,786.3522949,-305.6777039,-1.5273973,14.8037748,9.5332003,7.1358156,6.8872414,5.2705741,0.2485743,50,-26.603796,0,-9.7020035,-0.2916667,0,44.7999992,2,100
4558,2,2,6.2258959,6.2639999,3.114104,3.076,42.7999992,42.7999992,778.1572266,-279.9352417,-1.1940851,14.8037748,9.4121819,7.2718911,7.0233159,5.3915925,0.2485752,50,-25.6300907,0,-9.533145,-0.2777778,0,42.7999992,2,100
4560,2,2,6.2029791,6.243,3.1370208,3.0969999,39.7000008,39.7000008,781.5338135,-367.0107727,-1.0476117,14.8037748,9.2528315,7.4462996,7.197722,5.5509434,0.2485776,50,-34.5633621,0,-9.6130972,-0.4305556,0,39.7000008,2,100
4562,2,2,6.182035,6.223,3.1579652,3.1170001,35.7000008,35.7000008,788.5,-440.786499,-0.6562008,14.8037748,9.059742,7.6544471,7.4058666,5.7440324,0.2485805,50,-44.8136826,0,-12.6197939,-0.5555556,0,35.7000008,2,100
4564,2,2,6.1631737,6.2059999,3.1768262,3.1340001,32.2000008,32.2000008,783.067688,-414.5077515,-0.1098794,14.8037748,8.8794155,7.8498321,7.6012487,5.9243588,0.2485833,50,-47.328289,0,-19.1586361,-0.4861111,0,32.2000008,2,100
4566,2,2,6.1464238,6.191,3.1935763,3.1489999,28.1000004,28.1000004,797.7645264,-409.1849365,-1.7106081,14.8037748,8.6980639,8.0462427,7.7976561,6.1057105,0.2485867,50,-53.1405144,0,-20.1417789,-0.5694444,0,28.1000004,2,100
4568,2,2,6.1314793,6.178,3.2085209,3.1619999,25.7000008,25.7000008,791.3637085,-250.2116089,-0.8901707,14.8037748,8.5880594,8.1713037,7.9227161,6.2157154,0.2485876,50,-39.5203972,0,-20.2040634,-0.3333333,0,25.7000008,2,100
4570,2,2,6.1170902,6.164,3.2229097,3.1760001,26.1000004,26.1000004,783.6782837,-98.9339676,1.538576,14.8037748,8.5449858,8.2294331,7.9808455,6.2587886,0.2485876,20,-20.3885174,0,-23.6079063,0.0555556,0,26.1000004,2,100
4572,2,2,6.1022291,6.1500001,3.2377708,3.1900001,27.3999996,27.3999996,783.1206665,-81.0218506,1.3746805,14.8037748,8.5097361,8.2797384,8.0311508,6.2940388,0.2485876,20,-17.4035797,0,-27.8665924,0.1805556,0,27.3999996,2,100
4574,2,2,6.087007,6.1360002,3.2529931,3.204,27.3999996,27.3999996,786.4246826,-176.730545,3.7975328,14.8037748,8.4325218,8.3720083,8.1234207,6.3712525,0.2485876,30,-30.0322418,0,-30.0322418,0,0,27.3999996,2,100
4576,2,2,6.0714793,6.1209998,3.2685208,3.2190001,28.5,28.5,787.6882324,-113.5425644,2.575309,14.8037748,8.3828354,8.4367514,8.1881628,6.4209394,0.2485886,20,-21.1725101,0,-30.0258293,0.1527778,0,28.5,2,100
4578,2,2,6.0556459,6.1020002,3.2843542,3.2379999,28.5,28.5,809.1312866,-178.1478119,2.6374104,14.8037748,8.3027544,8.531888,8.2832985,6.50102,0.2485895,30,-29.5721188,0,-29.5721188,0,0,28.5,2,100
4580,2,2,6.040729,6.0879998,3.2992709,3.2520001,25.2000008,25.2000008,816.4794312,-291.2352295,1.0677189,14.8037748,8.1706505,8.6790485,8.4304581,6.6331244,0.2485905,50,-45.7433548,0,-19.1833954,-0.4583333,0,25.2000008,2,100
4582,2,2,6.0281734,6.0770001,3.3118262,3.263,20,20,790.8190918,-277.9559631,1.2599404,14.8037748,8.0485325,8.8162241,8.5676327,6.7552423,0.2485914,50,-48.7163925,0,-6.8643384,-0.7222222,0,20,2,100
4584,2,2,6.0182848,6.0679998,3.3217154,3.2720001,15.6000004,15.6000004,782.5575562,-150.2207336,1.6474676,14.8037748,7.983223,8.8965893,8.6479969,6.8205514,0.2485924,50,-36.3556061,0,-0.9423285,-0.6111111,0,15.6000004,2,100
4586,2,2,6.0115623,6.0630002,3.3284376,3.277,8.6000004,8.6000004,783.7019653,-182.4211884,-0.4433539,14.8037748,7.9037986,8.9910698,8.7424765,6.8999758,0.2485933,50,-57.6285324,0,-1.2892288,-0.9722222,0,8.6000004,2,100
4588,2,2,6.0080624,6.0599999,3.3319376,3.28,4,4,777.6177979,-31.3342648,0.1231371,14.8037748,7.8902621,9.0196619,8.7710695,6.9135127,0.2485924,50,-38.4604187,0,-1.4374454,-0.6388889,0,4,2,100
4590,2,2,6.006896,6.0580001,3.3331041,3.2820001,0.2,0.2,770.5206909,22.8446026,0.080788,14.8135538,7.9000411,9.0249386,8.7763453,6.9135127,0.2485933,50,-32.0813293,0,-1.497135,-0.5277778,0,0.2,2,100
4592,2,2,6.0067849,6.0560002,3.3332152,3.2839999,0.2,0.2,774.2537842,34.9409332,0.0710506,14.8285828,7.9150705,9.0249643,8.776372,6.9135127,0.2485924,30,-1.5349526,0,-1.5349526,0,0,0.2,2,100
4594,2,2,6.0066738,6.0549998,3.3333263,3.2850001,0.2,0.2,772.3793945,35.0252419,0.020105,14.8436127,7.9301,9.024991,8.7763977,6.9135127,0.2485933,30,-1.5349526,0,-1.5349526,0,0,0.2,2,100
4596,2,2,6.0065627,6.0539999,3.3334374,3.286,0.2,0.2,772.2298584,35.0320282,-0.3341664,14.8586416,7.9451294,9.0250168,8.7764244,6.9135127,0.2485924,30,-1.5349526,0,-1.5349526,0,0,0.2,2,100
4598,2,2,6.0064516,6.053,3.3335485,3.2869999,0.2,0.2,772.592041,35.015583,-0.776288,14.8736715,7.9601583,9.0250435,8.7764511,6.9135127,0.2485924,30,-1.5349526,0,-1.5349526,0,0,0.2,2,100
4600,2,2,6.0063405,6.052,3.3336596,3.2880001,0.2,0.2,779.1029053,34.7230225,-1.2886472,14.8887005,7.9751878,9.0250692,8.7764769,6.9135127,0.2485924,30,-1.5349526,0,-1.5349526,0,0,0.2,2,100
